members,companyName,followersCount,memberUrn,companyFollowerCount
2435,Virgin Media,2087,urn:li:member:11219821,125833
2436,Virgin Media,2087,urn:li:member:11219821,125833
2437,BT,2087,urn:li:member:11219821,291159
2438,BBC,2087,urn:li:member:11219821,917045
2439,GSK,2087,urn:li:member:11219821,1190501
2440,BHP,2087,urn:li:member:11219821,342465
2441,YPB Group,2087,urn:li:member:11219821,187
2442,Fairfax Media,2340,urn:li:member:112226059,49974
2443,Griffith University,187,urn:li:member:112252845,148934
2444,UGL,274,urn:li:member:112256352,75453
2445,UGL,274,urn:li:member:112256352,75453
2446,UGL,274,urn:li:member:112256352,75453
2447,Broadspectrum,274,urn:li:member:112256352,42982
2448,RedFig Technology Group,876,urn:li:member:112297739,367
2449,Virtusa,876,urn:li:member:112297739,82439
2450,REA Group,876,urn:li:member:112297739,27525
2451,nbnâ„¢ Australia,876,urn:li:member:112297739,81613
2452,Accenture Australia,0,urn:li:member:112337754,17949
2453,Accenture Australia,0,urn:li:member:112337754,17949
2454,London Business School,0,urn:li:member:112337754,191296
2455,Google,0,urn:li:member:112337754,7502740
2456,Amazon,0,urn:li:member:112337754,4915262
2457,Accenture Australia,0,urn:li:member:112337754,17949
2458,Accenture Australia,0,urn:li:member:112337754,17949
2459,Accenture Australia,0,urn:li:member:112337754,17949
2460,EY,0,urn:li:member:112337754,2244666
2461,Holden,0,urn:li:member:112337754,9133
2462,Currently on maternity leave,230,urn:li:member:112351344,843
2463,Sunny Engineering,2494,urn:li:member:112410532,14
2464,Gamcorp,2494,urn:li:member:112410532,104
2465,Gamcorp,2494,urn:li:member:112410532,104
2466,Gamcorp,2494,urn:li:member:112410532,104
2467,Jemena,2494,urn:li:member:112410532,21008
2468,Jemena,2494,urn:li:member:112410532,21008
2469,Jemena,2494,urn:li:member:112410532,21008
2470,CSIRO,2494,urn:li:member:112410532,53774
2471,Transport for NSW,2491,urn:li:member:112432474,37530
2472,Salini Impregilo,2491,urn:li:member:112432474,78103
2473,Aquenta Consulting (a Jacobs Company),2491,urn:li:member:112432474,2851
2474,TECHTRANS CONSTRUCTIONS INDIA PRIVATE LIMITED,2491,urn:li:member:112432474,17
2475,AECOM,319,urn:li:member:11243797,514257
2476,AECOM,319,urn:li:member:11243797,514257
2477,Arup,319,urn:li:member:11243797,306775
2478,ERM: Environmental Resources Management,319,urn:li:member:11243797,101388
2479,Aquila Resources,386,urn:li:member:112443215,370
2480,QGC,386,urn:li:member:112443215,39100
2481,McCollum Environmental Management Services,386,urn:li:member:112443215,56
2482,Department of Transport and Main Roads,344,urn:li:member:112494358,17117
2483,Department of Transport and Main Roads,344,urn:li:member:112494358,17117
2484,Department of Transport and Main Roads,344,urn:li:member:112494358,17117
2485,Defence Science and Technology Group,268,urn:li:member:112499086,8200
2486,AXE Group,164,urn:li:member:112508027,3343
2487,GOLD FIELDS,202,urn:li:member:112510759,63704
2488,GOLD FIELDS,202,urn:li:member:112510759,63704
2489,GOLD FIELDS,202,urn:li:member:112510759,63704
2490,GOLD FIELDS,202,urn:li:member:112510759,63704
2491,GOLD FIELDS,202,urn:li:member:112510759,63704
2492,GOLD FIELDS,202,urn:li:member:112510759,63704
2493,Monash University,202,urn:li:member:112510759,279605
2494,Bankwest,942,urn:li:member:112511581,25257
2495,National Australia Bank,942,urn:li:member:112511581,151686
2496,National Australia Bank,942,urn:li:member:112511581,151686
2497,National Australia Bank,942,urn:li:member:112511581,151686
2498,Commonwealth Bank,942,urn:li:member:112511581,198859
2499,Collingwood Football Club,720,urn:li:member:112534797,4947
2500,Collingwood Football Club,720,urn:li:member:112534797,4947
2501,PMP Limited,720,urn:li:member:112534797,2782
2502,PMP Limited,720,urn:li:member:112534797,2782
2503,PMP Limited,720,urn:li:member:112534797,2782
2504,MARCS I David Lawrence,720,urn:li:member:112534797,3944
2505,Collingwood Football Club,720,urn:li:member:112534797,4947
2506,Department for Environment and Water,343,urn:li:member:112669338,1168
2507,Sinclair Knight Merz,343,urn:li:member:112669338,31853
2508,Flinders University,343,urn:li:member:112669338,48670
2509,Qantas,250,urn:li:member:112711192,196976
2510,Qantas,250,urn:li:member:112711192,196976
2511,IKEA Group,250,urn:li:member:112711192,647845
2512,Westfield,250,urn:li:member:112711192,66315
2513,Maine Teen Camp,250,urn:li:member:112711192,70
2514,Macleay College,250,urn:li:member:112711192,3001
2515,ING Australia,250,urn:li:member:112711192,16264
2516,Koste Tax Depreciation Quantity Surveyors,906,urn:li:member:112714305,510
2517,MBMpl Pty Ltd,906,urn:li:member:112714305,1657
2518,MBMpl Pty Ltd,906,urn:li:member:112714305,1657
2519,Coles,906,urn:li:member:112714305,82566
2520,Everbright Sun Hung Kai,906,urn:li:member:112714305,2510
2521,Ensyst,483,urn:li:member:112728450,969
2522,WDS Limited,483,urn:li:member:112728450,3362
2523,Opal Aged Care,483,urn:li:member:112728450,3600
2524,Opal Aged Care,483,urn:li:member:112728450,3600
2525,Opal Aged Care,483,urn:li:member:112728450,3600
2526,Carnival Cruise Line,483,urn:li:member:112728450,117266
2527,Saab,795,urn:li:member:112739487,51440
2528,Velrada,795,urn:li:member:112739487,2666
2529,Australian Army,795,urn:li:member:112739487,21283
2530,UNSW,795,urn:li:member:112739487,249253
2531,Australian Army,795,urn:li:member:112739487,21283
2532,Australian Army,795,urn:li:member:112739487,21283
2533,British Army,795,urn:li:member:112739487,62037
2534,British Army,795,urn:li:member:112739487,62037
2535,Saab,795,urn:li:member:112739487,51440
2536,Rosey Batt & Associates,1290,urn:li:member:1127676,55
2537,Seymour College,1290,urn:li:member:1127676,147
2538,Ennio International,1290,urn:li:member:1127676,66
2539,Improvement Foundation,1290,urn:li:member:1127676,356
2540,Law Society of South Australia,1290,urn:li:member:1127676,1611
2541,Norman Waterhouse,1290,urn:li:member:1127676,1175
2542,MinterEllison,1290,urn:li:member:1127676,20849
2543,Hume Taylor & Co,1290,urn:li:member:1127676,52
2544,Credit Union SA,1290,urn:li:member:1127676,640
2545,Windmill Theatre Co,1290,urn:li:member:1127676,33
2546,Australian Institute of Company Directors,1290,urn:li:member:1127676,45027
2547,UnitingCare Wesley Adelaide,1290,urn:li:member:1127676,172
2548,Cricket Australia,478,urn:li:member:11285581,24479
2549,Deloitte,478,urn:li:member:11285581,2640125
2550,BearingPoint,478,urn:li:member:11285581,89605
2551,Corrs Chambers Westgarth,1284,urn:li:member:112893165,12433
2552,Industrial Relations Society of Western Australia,1284,urn:li:member:112893165,164
2553,The University of Western Australia,1284,urn:li:member:112893165,104370
2554,Governance Institute of Australia,1284,urn:li:member:112893165,13247
2555,Norton Rose Fulbright,1284,urn:li:member:112893165,68963
2556,S Billing & Associates,1284,urn:li:member:112893165,13
2557,HWL Ebsworth Lawyers,701,urn:li:member:112907403,6234
2558,Kemp Strang,701,urn:li:member:112907403,1490
2559,DibbsBarker,701,urn:li:member:112907403,2191
2560,ClarkeKann Lawyers,701,urn:li:member:112907403,1957
2561,Hickey Lawyers,701,urn:li:member:112907403,309
2562,University of Wollongong,197,urn:li:member:112908632,90820
2563,University of Wollongong,197,urn:li:member:112908632,90820
2564,University of Wollongong,197,urn:li:member:112908632,90820
2565,University of Wollongong,197,urn:li:member:112908632,90820
2566,Monash University,233,urn:li:member:112943743,279605
2567,Imperial College London,233,urn:li:member:112943743,179014
2568,University of Sydney,233,urn:li:member:112943743,247381
2569,Maison Global Pty Ltd,1065,urn:li:member:113048158,12
2570,Crown Group Holdings Pty Limited,1065,urn:li:member:113048158,5464
2571,Meriton Group,1065,urn:li:member:113048158,6483
2572,John Hill & Co,1065,urn:li:member:113048158,63
2573,Coffey,396,urn:li:member:113049019,35747
2574,University of Wollongong,396,urn:li:member:113049019,90820
2575,MYER,454,urn:li:member:113055520,46722
2576,OLR,454,urn:li:member:113055520,2243
2577,Coles,454,urn:li:member:113055520,82566
2578,Country Road Group,454,urn:li:member:113055520,26358
2579,Stockmann,454,urn:li:member:113055520,12676
2580,Axstores,454,urn:li:member:113055520,3674
2581,Republic (Retail) Ltd,454,urn:li:member:113055520,2402
2582,Masters Home Improvement,454,urn:li:member:113055520,11944
2583,The Good Guys,454,urn:li:member:113055520,4938
2584,Coles,454,urn:li:member:113055520,82566
2585,The Good Guys,454,urn:li:member:113055520,4938
2586,Truworths,454,urn:li:member:113055520,24244
2587,Al Tayer Group,454,urn:li:member:113055520,200998
2588,"Burlington Stores, Inc.",454,urn:li:member:113055520,39296
2589,Michaels Arts and Crafts,454,urn:li:member:113055520,
2590,Oracle,454,urn:li:member:113055520,2712994
2591,True Value Company,454,urn:li:member:113055520,15065
2592,MYER,454,urn:li:member:113055520,46722
2593,Anchor Blue Retail Group,454,urn:li:member:113055520,448
2594,Michaels Arts and Crafts,454,urn:li:member:113055520,
2595,Anchor Blue Retail Group,454,urn:li:member:113055520,448
2596,Talent Web,2763,urn:li:member:113080966,3197
2597,Spring Professional,2763,urn:li:member:113080966,308876
2598,Spencer Harrington,2763,urn:li:member:113080966,731
2599,Ship Shape Resources,2763,urn:li:member:113080966,972
2600,Ship Shape Resources,2763,urn:li:member:113080966,972
2601,Coles,749,urn:li:member:113085504,82566
2602,Coles,749,urn:li:member:113085504,82566
2603,Telstra,749,urn:li:member:113085504,192638
2604,Telstra,749,urn:li:member:113085504,192638
2605,Mindfield,749,urn:li:member:113085504,1844
2606,Coles,749,urn:li:member:113085504,82566
2607,Coles,749,urn:li:member:113085504,82566
2608,Swinburne University of Technology,321,urn:li:member:113184835,140138
2609,Swinburne University of Technology,321,urn:li:member:113184835,140138
2610,Deloitte Digital,1031,urn:li:member:113195102,81772
2611,IAG,1031,urn:li:member:113195102,39784
2612,News Corp Australia,1031,urn:li:member:113195102,23600
2613,Equiem,1031,urn:li:member:113195102,2604
2614,Itomic Melbourne,1031,urn:li:member:113195102,
2615,Vector Limited,1031,urn:li:member:113195102,6775
2616,Fisher & Paykel Appliances,1031,urn:li:member:113195102,12098
2617,ihug,1031,urn:li:member:113195102,91
2618,Auckland Council,1031,urn:li:member:113195102,26192
2619,amazee.io,1031,urn:li:member:113195102,39
2620,NPS MedicineWise,385,urn:li:member:113198926,5138
2621,"Orygen, The National Centre of Excellence in Youth Mental Health",385,urn:li:member:113198926,2462
2622,Springer Healthcare,385,urn:li:member:113198926,2840
2623,Symphony Health,385,urn:li:member:113198926,5344
2624,Adis International,385,urn:li:member:113198926,209
2625,NPS MedicineWise,385,urn:li:member:113198926,5138
2626,Lendlease,410,urn:li:member:113330512,205942
2627,Cleanaway Waste Management,410,urn:li:member:113330512,10390
2628,Enviropacific,410,urn:li:member:113330512,3074
2629,Compaction and Soil Testing Services Pty Ltd,410,urn:li:member:113330512,62
2630,Domino's Pizza Enterprises Limited,410,urn:li:member:113330512,10366
2631,Charles Sturt University,185,urn:li:member:113353744,85348
2632,Charles Sturt University,185,urn:li:member:113353744,85348
2633,TAFE NSW,185,urn:li:member:113353744,166837
2634,TAFE NSW,185,urn:li:member:113353744,166837
2635,ReConnect Communications,185,urn:li:member:113353744,31
2636,Salmat,185,urn:li:member:113353744,20523
2637,Etisalat,185,urn:li:member:113353744,375200
2638,Huawei Technologies,185,urn:li:member:113353744,1719478
2639,ZTE Corporation,185,urn:li:member:113353744,200261
2640,University of South Australia,185,urn:li:member:113353744,105507
2641,Chartered Accountants Australia and New Zealand,2318,urn:li:member:113408126,68784
2642,Chartered Accountants Australia and New Zealand,2318,urn:li:member:113408126,68784
2643,Golden Key International Honour Society,2318,urn:li:member:113408126,20207
2644,University of New England (AU),2318,urn:li:member:113408126,52311
2645,Parliament of NSW,2318,urn:li:member:113408126,172
2646,Chartered Accountants Australia and New Zealand,2318,urn:li:member:113408126,68784
2647,IFRS SYSTEM,371,urn:li:member:113474622,89
2648,Financial Reporting Specialists,371,urn:li:member:113474622,245
2649,Aged Care Specialists,1160,urn:li:member:113478259,104
2650,Vix Technology,422,urn:li:member:113485610,16715
2651,Vix Technology,422,urn:li:member:113485610,16715
2652,"Dept Local Government, Sport & Cultural Industries - Culture and the Arts division",422,urn:li:member:113485610,155
2653,The University of Western Australia,422,urn:li:member:113485610,104370
2654,The University of Western Australia,422,urn:li:member:113485610,104370
2655,The University of Western Australia,422,urn:li:member:113485610,104370
2656,Agriculture and Food | DPIRD,422,urn:li:member:113485610,3622
2657,Barhead Solutions,449,urn:li:member:113500184,1471
2658,Oakton,449,urn:li:member:113500184,13160
2659,Fujitsu Global,449,urn:li:member:113500184,224763
2660,NEC Asia Pacific Pte Ltd,449,urn:li:member:113500184,5203
2661,3P Solutions Pte Ltd,449,urn:li:member:113500184,187
2662,Formis Software & Technologies Sdn Bhd,449,urn:li:member:113500184,64
2663,Eastview Commercial Pty Ltd,543,urn:li:member:113511771,159
2664,SMASH Inc.,543,urn:li:member:113511771,163
2665,Eastview Commercial Pty Ltd,543,urn:li:member:113511771,159
2666,SMASH Inc.,543,urn:li:member:113511771,163
2667,SMASH Inc.,543,urn:li:member:113511771,163
2668,SMASH Inc.,543,urn:li:member:113511771,163
2669,Law In Order Pty Ltd,543,urn:li:member:113511771,2249
2670,SMASH Inc.,543,urn:li:member:113511771,163
2671,SMASH Inc.,543,urn:li:member:113511771,163
2672,MYER,543,urn:li:member:113511771,46722
2673,NestlÃ©,493,urn:li:member:113517253,3081546
2674,NestlÃ©,493,urn:li:member:113517253,3081546
2675,QUT (Queensland University of Technology),493,urn:li:member:113517253,174247
2676,QUT (Queensland University of Technology),493,urn:li:member:113517253,174247
2677,QUT (Queensland University of Technology),493,urn:li:member:113517253,174247
2678,The University of Western Australia,452,urn:li:member:113527458,104370
2679,ASG Group,452,urn:li:member:113527458,13683
2680,ASG Group,452,urn:li:member:113527458,13683
2681,ASG Group,452,urn:li:member:113527458,13683
2682,Frederick Irwin Anglican School,452,urn:li:member:113527458,92
2683,Ignia,406,urn:li:member:113641297,4002
2684,Provoke Solutions,406,urn:li:member:113641297,1793
2685,Provoke Solutions,406,urn:li:member:113641297,1793
2686,South Taranaki District Council,406,urn:li:member:113641297,292
2687,Readify,406,urn:li:member:113641297,8356
2688,Microsoft,406,urn:li:member:113641297,5454288
2689,Kathmandu,355,urn:li:member:113656123,7690
2690,PFD Food Services Pty Ltd,355,urn:li:member:113656123,3942
2691,PFD Food Services Pty Ltd,355,urn:li:member:113656123,3942
2692,Goodman Fielder,2222,urn:li:member:11366910,16198
2693,PeopleScout Asia Pacific,2222,urn:li:member:11366910,
2694,LexisNexis Pacific,2222,urn:li:member:11366910,4523
2695,BGIS,2222,urn:li:member:11366910,16852
2696,NestlÃ©,2222,urn:li:member:11366910,3081546
2697,NestlÃ©,2222,urn:li:member:11366910,3081546
2698,London Borough of Lambeth,2222,urn:li:member:11366910,7199
2699,London Borough of Lambeth,2222,urn:li:member:11366910,7199
2700,St Vincent's Private Hospital,90,urn:li:member:113695675,1251
2701,Swinburne University of Technology,90,urn:li:member:113695675,140138
2702,Swinburne University of Technology,90,urn:li:member:113695675,140138
2703,Neuro-Insight,90,urn:li:member:113695675,3553
2704,The Trish Nicol Agency,366,urn:li:member:113711111,326
2705,The Trish Nicol Agency,366,urn:li:member:113711111,326
2706,Arc,540,urn:li:member:113729527,16034
2707,RESTOFAIR RAK,540,urn:li:member:113729527,156
2708,RESTOFAIR RAK,540,urn:li:member:113729527,156
2709,RESTOFAIR RAK,540,urn:li:member:113729527,156
2710,Telstra,952,urn:li:member:11373367,192638
2711,AOL,952,urn:li:member:11373367,151136
2712,Bauer Media Australia,952,urn:li:member:11373367,23397
2713,National Australia Bank,431,urn:li:member:11373695,151686
2714,Telstra,431,urn:li:member:11373695,192638
2715,ANZ,431,urn:li:member:11373695,321451
2716,ANZ,431,urn:li:member:11373695,321451
2717,ANZ,431,urn:li:member:11373695,321451
2718,ANZ,431,urn:li:member:11373695,321451
2719,ANZ,431,urn:li:member:11373695,321451
2720,ANZ,431,urn:li:member:11373695,321451
2721,SMS Management & Technology,431,urn:li:member:11373695,
2722,SMS Management & Technology,431,urn:li:member:11373695,
2723,SMS Management & Technology,431,urn:li:member:11373695,
2724,SMS Management & Technology,431,urn:li:member:11373695,
2725,"Strategy&, part of the PwC network",645,urn:li:member:113738630,207221
2726,University of Sydney,645,urn:li:member:113738630,247381
2727,University of Sydney,645,urn:li:member:113738630,247381
2728,Qudos Bank Arena,645,urn:li:member:113738630,948
2729,Medtronic,645,urn:li:member:113738630,540912
2730,Biometic Pty Ltd,645,urn:li:member:113738630,610
2731,Microsoft,287,urn:li:member:11380726,5454288
2732,Microsoft,287,urn:li:member:11380726,5454288
2733,ASG Group,287,urn:li:member:11380726,13683
2734,APEC 2007 Taskforce,287,urn:li:member:11380726,42
2735,NSW Police Force,287,urn:li:member:11380726,10964
2736,Microsoft,287,urn:li:member:11380726,5454288
2737,La Trobe University,170,urn:li:member:113852105,104588
2738,Monash University,170,urn:li:member:113852105,279605
2739,Monash University,170,urn:li:member:113852105,279605
2740,Monash University,170,urn:li:member:113852105,279605
2741,Transurban,170,urn:li:member:113852105,15328
2742,Carleton University,170,urn:li:member:113852105,125416
2743,Ontario Ministry of Finance,170,urn:li:member:113852105,5357
2744,McGraw-Hill Education Canada,170,urn:li:member:113852105,1670
2745,AKQA,1314,urn:li:member:113871982,111777
2746,DT,1314,urn:li:member:113871982,5915
2747,The White Agency ,1314,urn:li:member:113871982,7294
2748,Global Red - Closed,1314,urn:li:member:113871982,1493
2749,Epsilon,1314,urn:li:member:113871982,183522
2750,Wrigley,1314,urn:li:member:113871982,88433
2751,Mars,1314,urn:li:member:113871982,458369
2752,US Sports Down Under,1314,urn:li:member:113871982,59
2753,Wrigley,1314,urn:li:member:113871982,88433
2754,NetComm,1314,urn:li:member:113871982,7806
2755,Askey,1314,urn:li:member:113871982,2480
2756,BIG W,1314,urn:li:member:113871982,17812
2757,Sitback Solutions,936,urn:li:member:113923587,1276
2758,Sitback Solutions,936,urn:li:member:113923587,1276
2759,Sitback Solutions,936,urn:li:member:113923587,1276
2760,Randstad Australia,936,urn:li:member:113923587,28814
2761,PTG Global,936,urn:li:member:113923587,697
2762,Sitback Solutions,936,urn:li:member:113923587,1276
2763,SpringCom,1430,urn:li:member:11398800,
2764,Infiniti Telcommunications,1430,urn:li:member:11398800,64
2765,Deakin University,1430,urn:li:member:11398800,159999
2766,Deakin University,1430,urn:li:member:11398800,159999
2767,Singapore Management University,473,urn:li:member:11400207,65357
2768,Australian Broadcasting Corporation (ABC),473,urn:li:member:11400207,66150
2769,The NRMA,473,urn:li:member:11400207,7961
2770,Network 10,473,urn:li:member:11400207,25004
2771,Network 10,473,urn:li:member:11400207,25004
2772,AFA Insurance,473,urn:li:member:11400207,75
2773,Hyro,473,urn:li:member:11400207,838
2774,Panasonic Avionics Corporation,473,urn:li:member:11400207,45910
2775,Boral,1170,urn:li:member:11402985,20928
2776,Brightside Co,1170,urn:li:member:11402985,211
2777,Brightside Co,1170,urn:li:member:11402985,211
2778,Curtin University,1170,urn:li:member:11402985,153886
2779,Conn3cted Pty Limited,1170,urn:li:member:11402985,368
2780,Curtin University,1170,urn:li:member:11402985,153886
2781,University of Technology Sydney,1170,urn:li:member:11402985,181694
2782,University of Sydney,1170,urn:li:member:11402985,247381
2783,University of Sydney,1170,urn:li:member:11402985,247381
2784,Project Management Institute,1170,urn:li:member:11402985,271599
2785,Masters Home Improvement,1170,urn:li:member:11402985,11944
2786,Masters Home Improvement,1170,urn:li:member:11402985,11944
2787,Woolworths Group,1170,urn:li:member:11402985,77422
2788,Digital Reign Pty Ltd,406,urn:li:member:114049673,53
2789,The Observatory Holiday Apartments Coffs Harbour,406,urn:li:member:114049673,2
2790,Fuji Xerox Australia,406,urn:li:member:114049673,17141
2791,Fuji Xerox Australia,406,urn:li:member:114049673,17141
2792,Hardman Communications,406,urn:li:member:114049673,164
2793,David Jones,406,urn:li:member:114049673,45159
2794,Department of the Premier and Cabinet,406,urn:li:member:114049673,421
2795,Addstyle Master Builders,409,urn:li:member:114050603,205
2796,Perth Character Renovations,409,urn:li:member:114050603,39
2797,West Coast Granny Flats,409,urn:li:member:114050603,38
2798,McDonald's,409,urn:li:member:114050603,547637
2799,Australian Hotels Association WA,409,urn:li:member:114050603,2503
2800,CERES Community Environment Park,1088,urn:li:member:114055174,1200
2801,QUT (Queensland University of Technology),1088,urn:li:member:114055174,174247
2802,Four Pillars Consulting Limited,1088,urn:li:member:114055174,34
2803,Woodside Energy,596,urn:li:member:11407580,96772
2804,Landgate,596,urn:li:member:11407580,2500
2805,Bankwest,596,urn:li:member:11407580,25257
2806,Fujitsu Global,596,urn:li:member:11407580,224763
2807,Motorola Mobility (a Lenovo Company),596,urn:li:member:11407580,372569
2808,GHD,1024,urn:li:member:114083686,92878
2809,GHD,1024,urn:li:member:114083686,92878
2810,GHD,1024,urn:li:member:114083686,92878
2811,GHD,1024,urn:li:member:114083686,92878
2812,CoalConnect Alliance,1024,urn:li:member:114083686,12
2813,GHD,1024,urn:li:member:114083686,92878
2814,Scenic Rim Regional Council,669,urn:li:member:114175779,862
2815,Clough,2322,urn:li:member:114192988,34877
2816,Chandler Macleod Group,2322,urn:li:member:114192988,57477
2817,MapR Technologies,751,urn:li:member:11421480,25412
2818,Tatts Group,751,urn:li:member:11421480,8453
2819,Tatts Group,751,urn:li:member:11421480,8453
2820,Tatts Group,751,urn:li:member:11421480,8453
2821,Tattersalls,751,urn:li:member:11421480,
2822,William Hill,13185,urn:li:member:114217086,32280
2823,TomWaterhouse.com,13185,urn:li:member:114217086,718
2824,TomWaterhouse.com,13185,urn:li:member:114217086,718
2825,"Department of Education & Training, Victoria",296,urn:li:member:11422086,21556
2826,"Department of Education & Training, Victoria",296,urn:li:member:11422086,21556
2827,Alcohol and Drug Foundation,296,urn:li:member:11422086,1751
2828,Australian Council for Educational Research,296,urn:li:member:11422086,7570
2829,Fairfax Media,296,urn:li:member:11422086,49974
2830,SMEC,331,urn:li:member:114230596,49219
2831,Jacobs,331,urn:li:member:114230596,534929
2832,Jacobs,331,urn:li:member:114230596,534929
2833,Jacobs,331,urn:li:member:114230596,534929
2834,Jacobs,331,urn:li:member:114230596,534929
2835,CPB Contractors,331,urn:li:member:114230596,117254
2836,Ferrovial,331,urn:li:member:114230596,170490
2837,nbnâ„¢ Australia,685,urn:li:member:11426409,81613
2838,Nokia,685,urn:li:member:11426409,716677
2839,RMIT University,685,urn:li:member:11426409,278014
2840,Sri Lanka Telecom,685,urn:li:member:11426409,11746
2841,Sri Lanka Telecom,685,urn:li:member:11426409,11746
2842,Sri Lanka Telecom,685,urn:li:member:11426409,11746
2843,nbnâ„¢ Australia,685,urn:li:member:11426409,81613
2844,Datacom,440,urn:li:member:11428624,44020
2845,DXC Connect,440,urn:li:member:11428624,4954
2846,UXC Getronics,440,urn:li:member:11428624,227
2847,DXC Connect,440,urn:li:member:11428624,4954
2848,KPN,440,urn:li:member:11428624,63358
2849,SFI Global,358,urn:li:member:114313751,20
2850,ExpoNet,358,urn:li:member:114313751,1439
2851,ExpoNet,358,urn:li:member:114313751,1439
2852,Quest's End Games,245,urn:li:member:114401334,68
2853,Dr. D Studios,245,urn:li:member:114401334,7455
2854,Team Bondi,245,urn:li:member:114401334,777
2855,Alta VR,245,urn:li:member:114401334,65
2856,Partners in Performance,503,urn:li:member:11443937,30685
2857,Wesfarmers Industrial and Safety,503,urn:li:member:11443937,10097
2858,Boral,503,urn:li:member:11443937,20928
2859,Boral,503,urn:li:member:11443937,20928
2860,McKinsey & Company,503,urn:li:member:11443937,1763787
2861,Schlumberger,503,urn:li:member:11443937,1168862
2862,Herbert Smith Freehills,391,urn:li:member:114447992,66687
2863,Harwood Andrews,391,urn:li:member:114447992,1297
2864,NestlÃƒÂ© Professional,384,urn:li:member:114452273,65749
2865,NestlÃƒÂ© Professional,384,urn:li:member:114452273,65749
2866,NestlÃƒÂ© Professional,384,urn:li:member:114452273,65749
2867,The Le Mac Australia Group,384,urn:li:member:114452273,134
2868,The Le Mac Australia Group,384,urn:li:member:114452273,134
2869,Cardno,611,urn:li:member:114518063,27714
2870,"KBR, Inc.",611,urn:li:member:114518063,267959
2871,Arcadis,611,urn:li:member:114518063,230460
2872,"Department of Transport, Victoria, Australia",611,urn:li:member:114518063,3781
2873,Cardno,611,urn:li:member:114518063,27714
2874,Blisstel Communications,267,urn:li:member:114524940,
2875,M2 Group Ltd,267,urn:li:member:114524940,6966
2876,M2 Group Ltd,267,urn:li:member:114524940,6966
2877,HopgoodGanim Lawyers,3051,urn:li:member:114650506,2440
2878,HopgoodGanim Lawyers,3051,urn:li:member:114650506,2440
2879,HopgoodGanim Lawyers,3051,urn:li:member:114650506,2440
2880,Arrow Energy,276,urn:li:member:114675906,32572
2881,Arrow Energy,276,urn:li:member:114675906,32572
2882,Powerlink Queensland,276,urn:li:member:114675906,8886
2883,EnviroAg Australia Pty Ltd,276,urn:li:member:114675906,221
2884,La Trobe University,2238,urn:li:member:114699179,104588
2885,Geoworks Ltd,2238,urn:li:member:114699179,58
2886,Herald and Weekly Times,2238,urn:li:member:114699179,582
2887,SESL Australia,1259,urn:li:member:114845467,467
2888,SESL Australia,1259,urn:li:member:114845467,467
2889,Colliers International Australia,4657,urn:li:member:114883524,12460
2890,Colliers International Australia,4657,urn:li:member:114883524,12460
2891,Colliers International Australia,4657,urn:li:member:114883524,12460
2892,Colliers International Australia,4657,urn:li:member:114883524,12460
2893,Colliers International Australia,4657,urn:li:member:114883524,12460
2894,Colliers International Australia,4657,urn:li:member:114883524,12460
2895,Warren Smith & Partners,1452,urn:li:member:114886756,342
2896,Warren Smith & Partners,1452,urn:li:member:114886756,342
2897,Warren Smith & Partners,1452,urn:li:member:114886756,342
2898,Brolly - Connections Covered,168,urn:li:member:114916510,468
2899,"Baidu, Inc.",168,urn:li:member:114916510,172728
2900,University of Melbourne,168,urn:li:member:114916510,263880
2901,University of Melbourne,168,urn:li:member:114916510,263880
2902,Brolly - Connections Covered,168,urn:li:member:114916510,468
2903,The College of Law Australia,569,urn:li:member:114921657,5715
2904,Deakin University,569,urn:li:member:114921657,159999
2905,The College of Law Australia,569,urn:li:member:114921657,5715
2906,Deakin University,569,urn:li:member:114921657,159999
2907,The Education For Practice Institute,569,urn:li:member:114921657,134
2908,Deakin University,569,urn:li:member:114921657,159999
2909,The College of Law Australia,569,urn:li:member:114921657,5715
2910,The College of Law Australia,569,urn:li:member:114921657,5715
2911,The College of Law Australia,569,urn:li:member:114921657,5715
2912,The College of Law Australia,569,urn:li:member:114921657,5715
2913,The College of Law Australia,569,urn:li:member:114921657,5715
2914,Growth Curators,861,urn:li:member:1149439,4
2915,Resugraphic,861,urn:li:member:1149439,22
2916,DANAQA LIMITED,861,urn:li:member:1149439,1
2917,Baringa Partners,861,urn:li:member:1149439,12400
2918,Suncorp Group,861,urn:li:member:1149439,57532
2919,Change By Exchange - Danaqa Ltd,861,urn:li:member:1149439,18
2920,ABM Architects,524,urn:li:member:114999213,282
2921,ABM Architects,524,urn:li:member:114999213,282
2922,ABM Architects,524,urn:li:member:114999213,282
2923,Santos Ltd,194,urn:li:member:115000501,120329
2924,The University of Auckland,194,urn:li:member:115000501,154539
2925,Fonterra,194,urn:li:member:115000501,101601
2926,Veredictum,4488,urn:li:member:11501315,123
2927,Classic Funding Group Pty Ltd,4488,urn:li:member:11501315,413
2928,HSBC,4488,urn:li:member:11501315,1225792
2929,Cash Stream Financial,4488,urn:li:member:11501315,9
2930,Balmain Guarantee,4488,urn:li:member:11501315,12
2931,GE Commercial Finance,4488,urn:li:member:11501315,
2932,ORIX Australia Corporation Limited,4488,urn:li:member:11501315,1846
2933,HSBC,4488,urn:li:member:11501315,1225792
2934,REFFIND,4488,urn:li:member:11501315,551
2935,Rare Pty Ltd,292,urn:li:member:115013712,303
